# This file was created Sun Sep 27 23:55:40 2015
# by the following command:
# g_rms -s dna.tpr -f dna.xtc -dt 1000 
#
# g_rms is part of G R O M A C S:
#
# God Rules Over Mankind, Animals, Cosmos and Such
#
@    title "RMSD"
171000.0000000    0.7028086
172000.0000000    4.2286649
173000.0000000    4.2444277
174000.0000000    4.2153959
175000.0000000    4.2263761
176000.0000000    4.2535720
177000.0000000    4.2880564
178000.0000000    4.2543941
179000.0000000    4.2494850
180000.0000000    4.2859440
181000.0000000    4.2835083
182000.0000000    4.2464871
183000.0000000    4.2221074
184000.0000000    0.9892082
185000.0000000    1.8432043
186000.0000000    0.9705215
187000.0000000    4.2216878
188000.0000000    4.2362280
189000.0000000    4.2204356
190000.0000000    4.2157183
191000.0000000    4.2156262
192000.0000000    4.2492890
193000.0000000    4.2190633
194000.0000000    0.9962951
195000.0000000    4.2812319
196000.0000000    4.2325101
197000.0000000    4.2438917
198000.0000000    4.2243385
199000.0000000    4.2811961
200000.0000000    4.2751656
201000.0000000    0.3946041
202000.0000000    4.2503729
203000.0000000    4.2462988
204000.0000000    0.8152155
205000.0000000    4.2237072
206000.0000000    1.3280700
207000.0000000    4.2394600
208000.0000000    1.3042272
209000.0000000    1.4268391
210000.0000000    4.2798762
211000.0000000    4.2854972
212000.0000000    1.3634378
213000.0000000    4.2829847
214000.0000000    4.2411227
215000.0000000    0.7435026
216000.0000000    0.9215620
217000.0000000    4.3106065
218000.0000000    1.0174408
219000.0000000    0.4970569
220000.0000000    0.5851147
221000.0000000    0.7051200
222000.0000000    0.3348870
223000.0000000    0.6671236
224000.0000000    4.2291765
225000.0000000    0.8380557
226000.0000000    0.5456157
227000.0000000    1.2518963
228000.0000000    0.9776393
229000.0000000    0.9497867
230000.0000000    0.7308654
231000.0000000    1.3466985
232000.0000000    1.1990750
233000.0000000    4.3041825
234000.0000000    4.2981086
235000.0000000    4.1910429
236000.0000000    0.5017213
237000.0000000    0.5522901
238000.0000000    0.3951272
239000.0000000    0.9383818
240000.0000000    4.2775712
241000.0000000    4.2412090
242000.0000000    4.2298484
243000.0000000    4.2094212
244000.0000000    4.2443442
245000.0000000    4.2317014
246000.0000000    4.2871208
247000.0000000    4.1823473
248000.0000000    4.2459378
249000.0000000    4.2775908
250000.0000000    4.2594881
251000.0000000    4.3091302
252000.0000000    4.2676105
253000.0000000    0.8376386
254000.0000000    4.2888560
255000.0000000    1.2122835
256000.0000000    2.1597776
257000.0000000    3.2743940
258000.0000000    1.1337388
259000.0000000    0.3385833
260000.0000000    0.5272613
261000.0000000    4.2137976
262000.0000000    1.1343100
263000.0000000    1.8855450
264000.0000000    0.8630883
265000.0000000    4.3408079
266000.0000000    4.2423854
267000.0000000    4.2116108
268000.0000000    4.2666230
269000.0000000    0.9909393
270000.0000000    4.2445221
271000.0000000    0.8866671
272000.0000000    0.8372601
273000.0000000    0.6865026
274000.0000000    1.2023808
275000.0000000    1.3619993
276000.0000000    4.2849741
277000.0000000    4.2871027
278000.0000000    4.2385235
279000.0000000    4.2984214
280000.0000000    0.9538215
281000.0000000    4.2992282
282000.0000000    4.2156405
283000.0000000    4.2778358
284000.0000000    1.8805485
285000.0000000    0.3734202
286000.0000000    1.4873571
287000.0000000    1.4863033
288000.0000000    4.2197857
289000.0000000    0.6166163
290000.0000000    1.3656366
291000.0000000    0.8553857
292000.0000000    1.3791391
293000.0000000    1.0083846
294000.0000000    0.8046326
295000.0000000    4.2614655
296000.0000000    4.2164330
297000.0000000    4.1836848
298000.0000000    4.2091513
299000.0000000    4.2413025
300000.0000000    4.2253051
301000.0000000    0.8241791
302000.0000000    4.3168502
303000.0000000    4.2970243
304000.0000000    4.2704606
305000.0000000    1.1742718
306000.0000000    1.1433395
307000.0000000    0.9817710
308000.0000000    1.1822385
309000.0000000    0.9335513
310000.0000000    1.1662694
311000.0000000    4.2778177
312000.0000000    1.1544609
313000.0000000    1.4494462
314000.0000000    1.0737673
315000.0000000    4.2821913
316000.0000000    1.3045080
317000.0000000    4.2708621
318000.0000000    0.8632591
319000.0000000    4.2830019
320000.0000000    4.2172103
321000.0000000    4.2549820
322000.0000000    4.2889171
323000.0000000    1.4851596
324000.0000000    4.2591658
325000.0000000    4.2911682
326000.0000000    4.2703543
327000.0000000    4.2351971
328000.0000000    4.2407737
329000.0000000    4.2311158
330000.0000000    4.1871738
331000.0000000    4.2825270
332000.0000000    4.2026772
333000.0000000    4.2836695
334000.0000000    4.2454104
335000.0000000    4.2639995
336000.0000000    4.2421417
337000.0000000    4.1837926
338000.0000000    4.2874804
339000.0000000    4.2957568
340000.0000000    4.2386999
341000.0000000    4.2416596
342000.0000000    4.2385402
343000.0000000    0.6806347
344000.0000000    4.2611876
345000.0000000    4.2974172
346000.0000000    4.2578988
347000.0000000    4.2669001
348000.0000000    4.2546372
349000.0000000    0.4708149
350000.0000000    1.0433751
351000.0000000    1.4419154
352000.0000000    1.4085565
353000.0000000    1.3159260
354000.0000000    4.2370334
355000.0000000    1.2480394
356000.0000000    0.9680927
357000.0000000    0.6955732
358000.0000000    4.2545176
359000.0000000    4.2555661
360000.0000000    1.4037647
361000.0000000    4.2621384
362000.0000000    1.3812720
363000.0000000    1.0455519
364000.0000000    1.3575761
365000.0000000    4.2058315
366000.0000000    1.1330112
367000.0000000    1.3409218
368000.0000000    4.2981915
369000.0000000    4.2639966
370000.0000000    0.6929183
371000.0000000    0.7774604
372000.0000000    0.5488292
373000.0000000    0.3387101
374000.0000000    0.2327456
375000.0000000    1.7653486
376000.0000000    1.7337476
377000.0000000    0.6520489
378000.0000000    2.0653162
379000.0000000    0.4014383
380000.0000000    1.1437377
381000.0000000    1.1396825
382000.0000000    0.6184304
383000.0000000    4.2596498
384000.0000000    4.2561293
385000.0000000    4.2794285
386000.0000000    4.3037143
387000.0000000    4.2315640
388000.0000000    4.2699065
389000.0000000    0.5158426
390000.0000000    1.3489451
391000.0000000    1.4548733
392000.0000000    1.0848498
393000.0000000    0.9229723
394000.0000000    0.8110685
395000.0000000    4.2190890
396000.0000000    0.5416834
397000.0000000    0.8859944
398000.0000000    0.9559253
399000.0000000    0.6383792
400000.0000000    0.6685201
401000.0000000    4.2827325
402000.0000000    1.1120442
403000.0000000    1.1507353
404000.0000000    0.9778000
405000.0000000    0.4953711
406000.0000000    4.2348461
407000.0000000    4.2283854
408000.0000000    4.2234678
409000.0000000    1.2066102
410000.0000000    1.3967656
411000.0000000    1.2457674
412000.0000000    1.3932678
413000.0000000    4.2156668
414000.0000000    4.2527103
415000.0000000    4.2417841
416000.0000000    4.2070470
417000.0000000    4.1961074
418000.0000000    4.2530885
419000.0000000    4.2348900
420000.0000000    4.2334847
421000.0000000    4.2264104
422000.0000000    1.0402484
423000.0000000    1.1972470
424000.0000000    1.0988375
425000.0000000    1.5161797
426000.0000000    0.8343419
427000.0000000    0.9038395
428000.0000000    0.9198538
429000.0000000    1.4694334
430000.0000000    1.3589752
431000.0000000    1.2523559
432000.0000000    1.5097147
433000.0000000    1.1862310
434000.0000000    4.2562761
435000.0000000    4.2030935
436000.0000000    4.2338986
437000.0000000    4.2632465
438000.0000000    4.2927427
439000.0000000    4.2275476
440000.0000000    4.2044935
441000.0000000    0.7845170
442000.0000000    0.8420003
443000.0000000    4.2669172
444000.0000000    0.5953211
445000.0000000    0.6358612
446000.0000000    0.8931529
447000.0000000    2.0597832
448000.0000000    1.1774021
449000.0000000    2.2190526
450000.0000000    2.2405231
451000.0000000    1.9763805
452000.0000000    3.2674940
453000.0000000    1.9528604
454000.0000000    1.0874889
455000.0000000    1.1647320
456000.0000000    1.2831613
457000.0000000    1.3382717
458000.0000000    1.2253754
459000.0000000    4.2790971
460000.0000000    1.2788574
461000.0000000    1.2100928
462000.0000000    1.0781385
463000.0000000    0.8798103
464000.0000000    0.6982248
465000.0000000    2.0494690
466000.0000000    2.0339446
467000.0000000    1.2356956
468000.0000000    4.2659287
469000.0000000    4.2800980
470000.0000000    4.2392750
471000.0000000    4.2243185
472000.0000000    4.3044009
473000.0000000    4.2489033
474000.0000000    4.2040195
475000.0000000    4.2986517
476000.0000000    4.2396512
477000.0000000    4.2856612
478000.0000000    4.2548127
479000.0000000    4.2350192
480000.0000000    4.2464452
481000.0000000    4.2833114
482000.0000000    4.2608323
483000.0000000    4.2179060
484000.0000000    4.2150264
485000.0000000    4.2759204
486000.0000000    4.2910748
487000.0000000    0.7198255
488000.0000000    4.2526021
489000.0000000    0.8721554
490000.0000000    1.3002000
491000.0000000    1.2387598
492000.0000000    1.0638336
493000.0000000    4.3102813
494000.0000000    4.3015833
495000.0000000    4.2512989
496000.0000000    4.2196703
497000.0000000    4.3071151
498000.0000000    1.5084445
499000.0000000    4.3210421
500000.0000000    4.2731943
