# This file was created Mon Sep 28 00:08:48 2015
# by the following command:
# g_rms -s dna.tpr -f dna.xtc -dt 1000 
#
# g_rms is part of G R O M A C S:
#
# GROwing Monsters And Cloning Shrimps
#
@    title "RMSD"
172000.0000000    4.2768755
173000.0000000    4.2318606
174000.0000000    4.1774969
175000.0000000    4.2151589
176000.0000000    4.2694225
177000.0000000    0.2918836
178000.0000000    4.1714759
179000.0000000    4.2788105
180000.0000000    0.2861246
181000.0000000    0.3575044
182000.0000000    4.1976142
183000.0000000    0.3764491
184000.0000000    0.3711995
185000.0000000    0.3439800
186000.0000000    0.2810279
187000.0000000    0.3472884
188000.0000000    0.4003157
189000.0000000    0.3311316
190000.0000000    0.3610658
191000.0000000    0.3023161
192000.0000000    0.2885758
193000.0000000    0.2769836
194000.0000000    0.3045488
195000.0000000    0.3256335
196000.0000000    0.3269821
197000.0000000    0.3034428
198000.0000000    4.1779943
199000.0000000    4.1826186
200000.0000000    4.2163868
201000.0000000    0.3310069
202000.0000000    0.3047545
203000.0000000    4.2565675
204000.0000000    0.3148551
205000.0000000    4.2178679
206000.0000000    4.1446548
207000.0000000    0.3448654
208000.0000000    0.3156976
209000.0000000    0.3102134
210000.0000000    0.3120959
211000.0000000    4.2728806
212000.0000000    4.2104797
213000.0000000    4.2347755
214000.0000000    4.2070422
215000.0000000    4.1694655
216000.0000000    4.2064586
217000.0000000    4.2578015
218000.0000000    4.2471452
219000.0000000    7.2620006
220000.0000000    0.2924413
221000.0000000    4.2193751
222000.0000000    4.1774607
223000.0000000    4.1337781
224000.0000000    5.9833770
225000.0000000    7.2846174
226000.0000000    4.2303677
227000.0000000    5.9824457
228000.0000000    0.2898660
229000.0000000    0.3752577
230000.0000000    0.3519490
231000.0000000    4.2589278
232000.0000000    4.2304235
233000.0000000    0.3163353
234000.0000000    0.3502530
235000.0000000    0.3381735
236000.0000000    0.3509243
237000.0000000    0.2972771
238000.0000000    4.2519126
239000.0000000    4.2540712
240000.0000000    0.3323592
241000.0000000    4.2331033
242000.0000000    0.3238008
243000.0000000    4.2492814
244000.0000000    4.2031960
245000.0000000    0.2970243
246000.0000000    4.2752695
247000.0000000    4.1422234
248000.0000000    4.1330423
249000.0000000    4.1756377
250000.0000000    4.1975026
251000.0000000    4.2559967
252000.0000000    4.1701746
253000.0000000    4.2997131
254000.0000000    4.2525630
255000.0000000    0.2830456
256000.0000000    0.2933251
257000.0000000    4.2495084
258000.0000000    0.3400591
259000.0000000    0.2953584
260000.0000000    4.2274241
261000.0000000    4.2323318
262000.0000000    4.2429605
263000.0000000    4.2654576
264000.0000000    5.9649434
265000.0000000    4.2566628
266000.0000000    0.3357020
267000.0000000    0.4067872
268000.0000000    0.3990411
269000.0000000    4.2844696
270000.0000000    4.1951165
271000.0000000    5.9985504
272000.0000000    5.9482369
273000.0000000    4.2089672
274000.0000000    4.2044172
275000.0000000    4.1829486
276000.0000000    4.2254896
277000.0000000    4.1530061
278000.0000000    5.9409270
279000.0000000    4.2184854
280000.0000000    0.3146039
281000.0000000    0.3100597
282000.0000000    0.3029567
283000.0000000    5.9981565
284000.0000000    4.1703944
285000.0000000    4.2472072
286000.0000000    4.1861486
287000.0000000    4.2267518
288000.0000000    4.1556025
289000.0000000    4.1622448
290000.0000000    5.9445643
291000.0000000    0.3304032
292000.0000000    4.2070971
293000.0000000    4.2312403
294000.0000000    4.2658930
295000.0000000    0.3791249
296000.0000000    5.9264503
297000.0000000    0.3447930
298000.0000000    4.1917086
299000.0000000    4.1487703
300000.0000000    5.8604016
301000.0000000    4.2131691
302000.0000000    5.8938603
303000.0000000    4.1789889
304000.0000000    0.3243218
305000.0000000    4.2064571
306000.0000000    0.2960348
307000.0000000    0.3044667
308000.0000000    0.3443892
309000.0000000    0.2964856
310000.0000000    0.4155321
311000.0000000    0.3251417
312000.0000000    0.3513678
313000.0000000    4.2260933
314000.0000000    5.9401917
315000.0000000    5.9295797
316000.0000000    4.1741123
317000.0000000    0.3505489
318000.0000000    0.3297911
319000.0000000    0.3185684
320000.0000000    0.2888390
321000.0000000    0.3192933
322000.0000000    0.3437297
323000.0000000    0.2875525
324000.0000000    0.3095355
325000.0000000    0.3117357
326000.0000000    0.3288855
327000.0000000    0.3625658
328000.0000000    0.3321345
329000.0000000    0.2942649
330000.0000000    0.3019150
331000.0000000    0.3213350
332000.0000000    0.3535295
333000.0000000    0.3267528
334000.0000000    0.3595492
335000.0000000    4.2357545
336000.0000000    0.3285911
337000.0000000    0.2805450
338000.0000000    0.2867498
339000.0000000    0.3638947
340000.0000000    4.2633414
341000.0000000    0.3359961
342000.0000000    0.3472726
343000.0000000    0.3505656
344000.0000000    4.2358456
345000.0000000    4.2430930
346000.0000000    0.3339766
347000.0000000    0.3460343
348000.0000000    4.2161355
349000.0000000    4.1328907
350000.0000000    4.2078180
351000.0000000    0.3154567
352000.0000000    0.3150756
353000.0000000    0.3504502
354000.0000000    0.3090560
355000.0000000    0.3474019
356000.0000000    0.3657977
357000.0000000    0.3621523
358000.0000000    0.3102799
359000.0000000    4.2677703
360000.0000000    0.3662977
361000.0000000    0.2976164
362000.0000000    0.3189579
363000.0000000    0.3286823
364000.0000000    0.2896655
365000.0000000    0.3065894
366000.0000000    4.2360606
367000.0000000    4.2385669
368000.0000000    0.3187538
369000.0000000    0.3309133
370000.0000000    0.3272362
371000.0000000    0.3168089
372000.0000000    0.2791430
373000.0000000    0.2729919
374000.0000000    0.3163578
375000.0000000    0.3040317
376000.0000000    4.1611905
377000.0000000    4.1845603
378000.0000000    0.3060412
379000.0000000    0.3044888
380000.0000000    0.3014228
381000.0000000    0.3549469
382000.0000000    4.2595177
383000.0000000    0.3074216
384000.0000000    0.3469739
385000.0000000    0.3134317
386000.0000000    0.3341677
387000.0000000    0.3036085
388000.0000000    0.3031818
389000.0000000    0.3088392
390000.0000000    0.3022295
391000.0000000    0.2983906
392000.0000000    0.2504269
393000.0000000    0.2449588
394000.0000000    0.2748698
395000.0000000    0.2552999
396000.0000000    0.1956212
397000.0000000    4.2497954
398000.0000000    4.2852831
399000.0000000    0.2843295
400000.0000000    4.2204032
401000.0000000    4.2814507
402000.0000000    0.2762766
403000.0000000    0.2635931
404000.0000000    4.2683845
405000.0000000    4.2679448
406000.0000000    4.2754488
407000.0000000    0.2520759
408000.0000000    4.2731099
409000.0000000    4.2501874
410000.0000000    4.1986117
411000.0000000    4.2471056
412000.0000000    0.2544727
413000.0000000    4.2238202
414000.0000000    4.2507868
415000.0000000    0.2297459
416000.0000000    4.2912450
417000.0000000    0.2349395
418000.0000000    0.2346509
419000.0000000    5.9982848
420000.0000000    4.2860575
421000.0000000    0.2530494
422000.0000000    0.2311946
423000.0000000    4.1988139
424000.0000000    0.2694279
425000.0000000    0.2242482
426000.0000000    0.2605814
427000.0000000    0.2288662
428000.0000000    0.2530423
429000.0000000    4.2268610
430000.0000000    4.2695737
431000.0000000    4.2606530
432000.0000000    0.2489444
433000.0000000    4.2071500
434000.0000000    0.2623007
435000.0000000    0.2389807
436000.0000000    0.2811616
437000.0000000    0.2401053
438000.0000000    0.2561289
439000.0000000    0.2387694
440000.0000000    0.2104179
441000.0000000    0.2303602
442000.0000000    0.2268025
443000.0000000    0.2325725
444000.0000000    0.2466256
445000.0000000    0.2202539
446000.0000000    4.2636471
447000.0000000    4.2277703
448000.0000000    4.2616487
449000.0000000    6.0144668
450000.0000000    4.2817783
451000.0000000    6.0167284
452000.0000000    6.0121632
453000.0000000    4.2853580
454000.0000000    4.2245111
455000.0000000    4.2057700
456000.0000000    4.2555180
457000.0000000    4.2021899
458000.0000000    0.2335025
459000.0000000    4.2166176
460000.0000000    4.1914029
461000.0000000    4.2195945
462000.0000000    6.0061593
463000.0000000    4.2654576
464000.0000000    4.2789330
465000.0000000    4.2068667
466000.0000000    4.2107515
467000.0000000    4.1913977
468000.0000000    0.2023950
469000.0000000    4.1287093
470000.0000000    4.2371497
471000.0000000    4.2654734
472000.0000000    4.2671990
473000.0000000    4.2433405
474000.0000000    4.2449193
475000.0000000    0.2770446
476000.0000000    4.2901888
477000.0000000    4.2801595
478000.0000000    6.0580149
479000.0000000    4.2266202
480000.0000000    4.2330375
481000.0000000    6.0217075
482000.0000000    5.9917598
483000.0000000    6.0005674
484000.0000000    7.3807588
485000.0000000    7.3609838
486000.0000000    5.9768071
487000.0000000    4.2325621
488000.0000000    6.0053310
489000.0000000    7.3629651
490000.0000000    4.2520313
491000.0000000    6.0244989
492000.0000000    6.0252213
493000.0000000    6.0378447
494000.0000000    6.0050020
495000.0000000    0.2444149
496000.0000000    4.2423410
497000.0000000    0.2904690
498000.0000000    4.2904973
499000.0000000    5.9758120
500000.0000000    6.0170283
