# This file was created Sun Sep 27 23:29:21 2015
# by the following command:
# g_rms -s dna.tpr -f dna.xtc -dt 1000 
#
# g_rms is part of G R O M A C S:
#
# Giving Russians Opium May Alter Current Situation
#
@    title "RMSD"
172000.0000000    4.1938791
173000.0000000    4.2562146
174000.0000000    5.9961843
175000.0000000    6.0086489
176000.0000000    5.9884562
177000.0000000    4.2064643
178000.0000000    4.2021389
179000.0000000    4.2098279
180000.0000000    4.2395267
181000.0000000    4.2179375
182000.0000000    4.2549033
183000.0000000    0.2010460
184000.0000000    0.1629250
185000.0000000    0.2334599
186000.0000000    4.2498150
187000.0000000    4.2530766
188000.0000000    4.2266636
189000.0000000    4.2567320
190000.0000000    4.2119269
191000.0000000    4.2252803
192000.0000000    0.1928116
193000.0000000    4.2276530
194000.0000000    5.9616094
195000.0000000    0.1911808
196000.0000000    0.2049004
197000.0000000    0.1701800
198000.0000000    4.2363715
199000.0000000    6.0225067
200000.0000000    0.1834886
201000.0000000    4.2218642
202000.0000000    4.3141999
203000.0000000    4.2204456
204000.0000000    4.2543411
205000.0000000    0.1797263
206000.0000000    0.1815638
207000.0000000    0.2144953
208000.0000000    0.1862714
209000.0000000    0.1668266
210000.0000000    0.1711938
211000.0000000    0.1874989
212000.0000000    0.1794181
213000.0000000    0.2008039
214000.0000000    0.1627777
215000.0000000    0.2048269
216000.0000000    0.1728700
217000.0000000    0.1700305
218000.0000000    0.2079725
219000.0000000    4.2158246
220000.0000000    4.2042127
221000.0000000    4.1820774
222000.0000000    4.2512350
223000.0000000    4.2077847
224000.0000000    0.1701359
225000.0000000    4.2279220
226000.0000000    4.2417278
227000.0000000    0.1662101
228000.0000000    0.2314952
229000.0000000    4.2098632
230000.0000000    4.2374396
231000.0000000    4.2925344
232000.0000000    4.2972565
233000.0000000    4.2402225
234000.0000000    4.2572346
235000.0000000    0.2278665
236000.0000000    0.2832025
237000.0000000    0.2155762
238000.0000000    0.2439049
239000.0000000    0.3926844
240000.0000000    0.2655739
241000.0000000    4.2462993
242000.0000000    0.3373979
243000.0000000    4.2382536
244000.0000000    4.2863145
245000.0000000    5.9669504
246000.0000000    6.0138168
247000.0000000    4.2553406
248000.0000000    4.2534833
249000.0000000    4.2386522
250000.0000000    4.2639160
251000.0000000    4.2707276
252000.0000000    4.1913366
253000.0000000    0.2824389
254000.0000000    0.2909397
255000.0000000    0.2887547
256000.0000000    0.3081245
257000.0000000    0.2757214
258000.0000000    0.3205665
259000.0000000    0.3508270
260000.0000000    0.2730925
261000.0000000    0.3042211
262000.0000000    0.2992152
263000.0000000    0.2875179
264000.0000000    0.2928701
265000.0000000    0.2837988
266000.0000000    0.3226887
267000.0000000    0.2839419
268000.0000000    0.3244419
269000.0000000    0.2592996
270000.0000000    0.3199146
271000.0000000    0.2789261
272000.0000000    4.2230706
273000.0000000    4.1999507
274000.0000000    4.2343984
275000.0000000    4.2535353
276000.0000000    4.2079949
277000.0000000    4.2441144
278000.0000000    4.2155700
279000.0000000    4.2933459
280000.0000000    5.9787254
281000.0000000    5.9925523
282000.0000000    4.2651830
283000.0000000    0.2610832
284000.0000000    0.2455269
285000.0000000    0.2186944
286000.0000000    0.2936039
287000.0000000    0.2365231
288000.0000000    4.2659864
289000.0000000    0.2415173
290000.0000000    4.2825046
291000.0000000    4.2343183
292000.0000000    4.2263227
293000.0000000    4.2510982
294000.0000000    0.1871904
295000.0000000    0.3000167
296000.0000000    4.2460046
297000.0000000    0.3846664
298000.0000000    0.3113827
299000.0000000    4.2545476
300000.0000000    4.1855178
301000.0000000    4.2050557
302000.0000000    4.1835971
303000.0000000    4.2059808
304000.0000000    0.3450641
305000.0000000    0.3015351
306000.0000000    0.3120638
307000.0000000    0.2988656
308000.0000000    0.2762758
309000.0000000    0.2534305
310000.0000000    0.2802887
311000.0000000    4.2430463
312000.0000000    6.0266995
313000.0000000    5.9599752
314000.0000000    4.2538099
315000.0000000    5.9908357
316000.0000000    4.2225370
317000.0000000    4.1986012
318000.0000000    0.3060694
319000.0000000    4.1990848
320000.0000000    4.1959586
321000.0000000    5.9487615
322000.0000000    5.9643641
323000.0000000    4.3211765
324000.0000000    0.2862655
325000.0000000    0.2985885
326000.0000000    0.2839905
327000.0000000    6.0136843
328000.0000000    5.9911709
329000.0000000    5.9777284
330000.0000000    4.2159629
331000.0000000    4.1851821
332000.0000000    5.9483190
333000.0000000    0.3204534
334000.0000000    4.2013488
335000.0000000    4.2354083
336000.0000000    4.2501917
337000.0000000    4.2909513
338000.0000000    5.9829965
339000.0000000    4.2573495
340000.0000000    4.1918459
341000.0000000    4.2483158
342000.0000000    4.2795463
343000.0000000    4.2624426
344000.0000000    0.3303870
345000.0000000    4.2159066
346000.0000000    4.2621865
347000.0000000    4.2565227
348000.0000000    0.3103773
349000.0000000    4.2873454
350000.0000000    4.2234335
351000.0000000    4.1629319
352000.0000000    4.2303610
353000.0000000    4.2383933
354000.0000000    4.1865883
355000.0000000    6.0109959
356000.0000000    4.3469977
357000.0000000    0.3128590
358000.0000000    0.3113925
359000.0000000    0.2750863
360000.0000000    5.9501338
361000.0000000    5.9675231
362000.0000000    4.2318110
363000.0000000    0.2992741
364000.0000000    4.3108139
365000.0000000    4.2512646
366000.0000000    4.2841687
367000.0000000    4.3268185
368000.0000000    4.2207642
369000.0000000    4.2525597
370000.0000000    4.2453685
371000.0000000    5.9823995
372000.0000000    4.2348075
373000.0000000    4.2472253
374000.0000000    4.1722836
375000.0000000    0.3198629
376000.0000000    4.2642970
377000.0000000    0.3188981
378000.0000000    4.3045278
379000.0000000    4.2523742
380000.0000000    0.2515453
381000.0000000    4.2917409
382000.0000000    0.2957699
383000.0000000    0.2494429
384000.0000000    0.3170117
385000.0000000    0.2730246
386000.0000000    4.2681565
387000.0000000    0.2798351
388000.0000000    4.2550511
389000.0000000    0.2833654
390000.0000000    4.2546396
391000.0000000    4.2828765
392000.0000000    4.2827816
393000.0000000    0.2891222
394000.0000000    4.3167596
395000.0000000    4.1979966
396000.0000000    4.2191968
397000.0000000    0.3443155
398000.0000000    4.2656617
399000.0000000    5.9662280
400000.0000000    5.9531703
401000.0000000    7.3127666
402000.0000000    5.9537563
403000.0000000    4.2525439
404000.0000000    4.2394657
405000.0000000    4.2244806
406000.0000000    4.2560692
407000.0000000    0.2093140
408000.0000000    4.2314720
409000.0000000    4.2275043
410000.0000000    4.2205353
411000.0000000    0.1565872
412000.0000000    0.2126826
413000.0000000    0.1844793
414000.0000000    0.2063805
415000.0000000    0.1653440
416000.0000000    0.2345511
417000.0000000    0.2374739
418000.0000000    0.2418664
419000.0000000    0.1608295
420000.0000000    0.2311582
421000.0000000    0.2095885
422000.0000000    0.2033259
423000.0000000    0.1900186
424000.0000000    0.2035585
425000.0000000    0.2030140
426000.0000000    0.1901791
427000.0000000    0.2118862
428000.0000000    0.2669497
429000.0000000    0.1767692
430000.0000000    0.1628599
431000.0000000    0.1468239
432000.0000000    0.1846285
433000.0000000    0.1608515
434000.0000000    0.1640596
435000.0000000    0.1701837
436000.0000000    0.1877738
437000.0000000    0.1748993
438000.0000000    4.2929068
439000.0000000    4.1941233
440000.0000000    0.1809825
441000.0000000    0.3008671
442000.0000000    0.2303926
443000.0000000    0.2589752
444000.0000000    0.1992908
445000.0000000    0.1839752
446000.0000000    4.3377190
447000.0000000    0.2094312
448000.0000000    0.1633786
449000.0000000    0.2075172
450000.0000000    0.2233187
451000.0000000    4.2454534
452000.0000000    0.1609946
453000.0000000    0.2055474
454000.0000000    0.1845086
455000.0000000    0.1766387
456000.0000000    0.1836675
457000.0000000    0.1574927
458000.0000000    0.2504803
459000.0000000    0.1933228
460000.0000000    0.1809820
461000.0000000    0.2098671
462000.0000000    0.1887811
463000.0000000    0.1963389
464000.0000000    4.2181349
465000.0000000    0.1710507
466000.0000000    4.2339101
467000.0000000    4.2357974
468000.0000000    4.2305579
469000.0000000    4.1597910
470000.0000000    4.1946368
471000.0000000    4.2295752
472000.0000000    0.2188095
473000.0000000    0.1642494
474000.0000000    0.2104305
475000.0000000    4.2403288
476000.0000000    4.2409797
477000.0000000    0.1707153
478000.0000000    4.2103934
479000.0000000    4.2378712
480000.0000000    4.2512259
481000.0000000    4.2774782
482000.0000000    0.1925533
483000.0000000    0.2437059
484000.0000000    0.2115498
485000.0000000    0.2517211
486000.0000000    0.2723474
487000.0000000    0.2383664
488000.0000000    0.2263121
489000.0000000    0.2131200
490000.0000000    4.2684755
491000.0000000    4.2154288
492000.0000000    4.2111335
493000.0000000    0.1982238
494000.0000000    0.1785182
495000.0000000    4.2401810
496000.0000000    0.1981262
497000.0000000    4.2627516
498000.0000000    4.2484651
499000.0000000    4.2506175
500000.0000000    4.2702904
